1,ADV
2,APP
3,BNF
4,CND
5,DIR
6,DIS
7,EXT
8,FOC
9,HLN
10,IJ
11,IMP
12,IO
13,LGS
14,LOC
15,MNR
16,OBJ
17,PN
18,PRD
19,PRP
20,Q
21,SBJ
22,TMP
23,TPC
24,TTL
25,UNF
26,VOC
27,WH
